congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
90,President,99903,99,0,USA,100,0,0,"JOHNSON, Lyndon Baines",J000160,1908,1973.0,-0.337,-0.035,-169.60194,0.694,464,75,,,
90,House,195,41,3,AL,100,0,1,"ANDREWS, George William",A000206,1906,1971.0,-0.03,1.0,-87.46422,0.775,343,41,,0.068,0.998
90,House,5058,41,8,AL,100,0,1,"JONES, Robert Emmett, Jr.",J000248,1912,1997.0,-0.358,0.866,-76.79452,0.801,346,29,,-0.316,0.693
90,House,8353,41,5,AL,100,0,1,"SELDEN, Armistead Inge, Jr.",S000232,1921,1985.0,-0.073,0.852,-114.313,0.688,306,60,,0.013,0.608
90,House,10706,41,6,AL,200,0,1,"BUCHANAN, John Hall, Jr.",B001008,1928,,0.146,-0.118,-214.50396,0.56,370,94,,0.379,-0.041
90,House,10717,41,2,AL,200,0,1,"DICKINSON, William Louis",D000326,1925,2008.0,0.398,-0.057,-106.46247,0.727,334,48,,0.391,0.264
90,House,10721,41,1,AL,200,0,1,"EDWARDS, William Jackson (Jack)",E000084,1928,,0.177,0.161,-118.14661,0.719,358,51,,0.263,0.267
90,House,11000,41,7,AL,100,0,1,"BEVILL, Tom",B000431,1921,2005.0,-0.213,0.976,-172.67168,0.62,361,76,,-0.032,0.806
90,House,11037,41,4,AL,100,0,1,"NICHOLS, William Flynt",N000095,1918,1988.0,-0.042,0.872,-95.64481,0.752,335,48,,0.006,0.826
90,House,11039,81,1,AK,200,0,1,"POLLOCK, Howard Wallace",P000415,1920,2011.0,0.095,0.05,-144.07495,0.623,304,58,,0.121,-0.093
90,House,7845,61,1,AZ,200,0,1,"RHODES, John Jacob",R000188,1916,2003.0,0.225,-0.033,-101.71165,0.742,341,47,,0.205,0.042
90,House,10566,61,2,AZ,100,0,1,"UDALL, Morris King",U000001,1922,1998.0,-0.387,0.008,-64.98204,0.826,339,27,,-0.434,0.103
90,House,11050,61,3,AZ,200,0,1,"STEIGER, Sam",S000846,1929,2012.0,0.447,0.246,-119.14527,0.728,375,53,,0.352,0.099
90,House,3506,42,1,AR,100,0,1,"GATHINGS, Ezekiel Candler",G000098,1903,1979.0,0.012,0.978,-113.44528,0.744,383,56,,0.063,0.998
90,House,6532,42,2,AR,100,0,1,"MILLS, Wilbur Daigh",M000778,1909,1992.0,-0.237,0.894,-135.03566,0.691,366,63,,-0.128,0.778
90,House,10791,42,4,AR,100,0,1,"PRYOR, David Hampton",P000556,1934,,-0.322,0.598,-140.44086,0.675,357,68,,-0.206,0.667
90,House,11020,42,3,AR,200,0,1,"HAMMERSCHMIDT, John Paul",H000124,1922,2015.0,0.253,0.239,-124.84679,0.717,376,59,,0.175,0.225
90,House,1911,71,7,CA,100,0,1,"COHELAN, Jeffery",C000596,1914,1999.0,-0.519,-0.268,-68.75902,0.825,358,27,,-0.576,-0.143
90,House,3867,71,10,CA,200,0,1,"GUBSER, Charles Samuel",G000512,1916,2011.0,0.205,-0.178,-119.86003,0.703,340,58,,0.153,-0.115
90,House,4514,71,19,CA,100,0,1,"HOLIFIELD, Chester Earl",H000713,1903,1995.0,-0.467,0.218,-49.97001,0.858,327,19,,-0.478,0.07
90,House,4592,71,32,CA,200,0,1,"HOSMER, Craig",H000802,1915,1982.0,0.276,-0.292,-137.58754,0.673,347,69,,0.214,-0.25
90,House,4957,71,2,CA,100,0,1,"JOHNSON, Harold Terry",J000135,1907,1988.0,-0.439,0.503,-63.26522,0.842,369,19,,-0.381,0.443
90,House,5255,71,17,CA,100,0,1,"KING, Cecil Rhodes",K000196,1898,1974.0,-0.468,0.144,-42.46443,0.84,243,16,,-0.47,0.357
90,House,5694,71,24,CA,200,0,1,"LIPSCOMB, Glenard Paul",L000344,1915,1970.0,0.358,-0.001,-101.41541,0.763,375,42,,0.343,0.108
90,House,5929,71,6,CA,200,0,1,"MAILLIARD, William Somers",M000070,1917,1992.0,0.117,-0.484,-107.23591,0.725,334,55,,0.123,-0.55
90,House,6240,71,15,CA,100,0,1,"McFALL, John Joseph",M000436,1918,2006.0,-0.468,0.442,-55.10774,0.861,368,14,,-0.425,0.216
90,House,6483,71,8,CA,100,0,1,"MILLER, George Paul",M000727,1891,1982.0,-0.426,0.204,-53.00541,0.836,296,13,,-0.43,0.144
90,House,6756,71,3,CA,100,0,1,"MOSS, John Emerson",M001035,1915,1997.0,-0.582,0.191,-58.77355,0.837,331,28,,-0.518,0.123
90,House,8549,71,16,CA,100,0,1,"SISK, Bernice Frederic",S000454,1910,1995.0,-0.388,0.52,-60.16055,0.825,312,19,,-0.434,0.52
90,House,8628,71,20,CA,200,0,1,"SMITH, H. Allen",S000545,1909,1998.0,0.421,0.026,-90.76046,0.774,355,36,,0.366,0.029
90,House,9240,71,13,CA,200,0,1,"TEAGUE, Charles McKevett",T000109,1909,1974.0,0.243,-0.227,-170.05442,0.632,370,83,,0.239,-0.291
90,House,9578,71,35,CA,200,0,1,"UTT, James Boyd",U000034,1899,1970.0,0.484,0.246,-69.45099,0.782,283,29,,0.498,0.132
90,House,10249,71,36,CA,200,0,1,"WILSON, Robert Carlton (Bob)",W000610,1916,1999.0,0.264,-0.265,-93.16689,0.75,324,41,,0.29,-0.233
90,House,10461,71,11,CA,200,1,1,"YOUNGER, Jesse Arthur",Y000060,1893,1967.0,0.296,-0.285,-21.74523,0.63,47,8,,0.437,0.612
90,House,10505,71,28,CA,200,0,1,"BELL, Alphonzo",B000330,1914,2004.0,0.183,-0.336,-99.34625,0.699,277,43,,0.063,-0.436
90,House,10511,71,22,CA,100,0,1,"CORMAN, James Charles",C000780,1920,2000.0,-0.53,0.098,-35.89634,0.877,273,12,,-0.439,-0.043
90,House,10573,71,29,CA,100,0,1,"BROWN, George Edward, Jr.",B000918,1920,1999.0,-0.506,-0.028,-163.47729,0.547,271,51,,-0.398,-0.43
90,House,10577,71,5,CA,100,0,1,"BURTON, Phillip",B001156,1926,1983.0,-0.634,-0.304,-70.04059,0.827,369,30,,-0.74,-0.005
90,House,10579,71,1,CA,200,0,1,"CLAUSEN, Donald Holst",C000475,1923,2015.0,0.16,0.036,-104.12644,0.729,329,45,,0.142,0.063
90,House,10580,71,23,CA,200,0,1,"CLAWSON, Delwin Morgan",C000476,1914,1992.0,0.483,0.132,-96.46976,0.753,340,46,,0.382,0.035
90,House,10583,71,9,CA,100,0,1,"EDWARDS, William Donlon (Don)",E000064,1915,2015.0,-0.599,-0.419,-49.36529,0.857,319,21,,-0.644,-0.397
90,House,10594,71,34,CA,100,0,1,"HANNA, Richard Thomas",H000164,1914,2001.0,-0.347,0.043,-72.29196,0.781,293,30,,-0.338,0.092
90,House,10595,71,21,CA,100,0,1,"HAWKINS, Augustus Freeman (Gus)",H000367,1907,2007.0,-0.517,-0.369,-38.36103,0.874,285,17,,-0.637,-0.13
90,House,10599,71,4,CA,100,0,1,"LEGGETT, Robert Louis",L000221,1926,1997.0,-0.468,0.158,-84.94488,0.771,326,31,,-0.445,0.162
90,House,10621,71,30,CA,100,0,1,"ROYBAL, Edward R.",R000485,1916,2005.0,-0.61,-0.141,-49.29817,0.862,331,20,,-0.631,-0.12
90,House,10631,71,12,CA,200,0,1,"TALCOTT, Burt Lacklen",T000022,1920,,0.25,-0.115,-96.57077,0.762,356,42,,0.292,-0.062
90,House,10633,71,37,CA,100,0,1,"VAN DEERLIN, Lionel",V000024,1914,2008.0,-0.401,-0.005,-84.28468,0.785,349,33,,-0.399,0.018
90,House,10640,71,31,CA,100,0,1,"WILSON, Charles Herbert",W000571,1917,1984.0,-0.39,0.357,-62.94115,0.792,270,25,,-0.426,0.123
90,House,10763,71,27,CA,200,0,1,"REINECKE, Edwin",R000159,1924,,0.234,-0.004,-99.27053,0.743,334,43,,0.21,0.096
90,House,10777,71,38,CA,100,0,1,"TUNNEY, John Varick",T000410,1934,,-0.311,-0.212,-80.98066,0.76,295,30,,-0.345,0.011
90,House,10790,71,26,CA,100,0,1,"REES, Thomas Mankell",R000134,1925,2003.0,-0.484,-0.273,-69.93062,0.809,329,31,,-0.644,-0.297
90,House,10793,71,14,CA,100,0,1,"WALDIE, Jerome Russell",W000035,1925,2009.0,-0.505,-0.211,-144.11672,0.664,352,47,,-0.425,0.13
90,House,11031,71,18,CA,200,0,1,"MATHIAS, Robert Bruce (Bob)",M000242,1930,2006.0,0.119,-0.036,-97.47548,0.747,334,45,,0.115,-0.036
90,House,11038,71,33,CA,200,0,1,"PETTIS, Jerry Lyle",P000272,1916,1975.0,0.173,-0.043,-94.46599,0.759,343,38,,0.182,0.015
90,House,11055,71,25,CA,200,0,1,"WIGGINS, Charles Edward",W000448,1927,2000.0,0.359,-0.284,-152.38729,0.637,338,61,,0.352,-0.39
90,House,11063,71,11,CA,200,2,2,"McCLOSKEY, Paul Norton , Jr. (Pete)",M000343,1927,,0.028,-0.634,-63.74727,0.71,186,30,,0.099,-0.479
90,House,275,62,4,CO,100,0,1,"ASPINALL, Wayne Norviel",A000225,1896,1983.0,-0.315,0.454,-77.72893,0.787,324,27,,-0.325,0.484
90,House,8021,62,1,CO,100,0,1,"ROGERS, Byron Giles",R000389,1900,1983.0,-0.28,0.171,-81.54729,0.796,358,31,,-0.302,0.272
90,House,10572,62,2,CO,200,0,1,"BROTZMAN, Donald Glenn",B000893,1922,2004.0,0.157,-0.254,-97.13373,0.766,364,48,,0.127,-0.193
90,House,10723,62,3,CO,100,0,1,"EVANS, Frank Edward",E000240,1923,2010.0,-0.331,0.121,-107.07112,0.735,347,46,,-0.293,0.162
90,House,2295,1,1,CT,100,0,1,"DADDARIO, Emilio Quincy",D000001,1918,2010.0,-0.361,-0.223,-42.59452,0.88,334,16,,-0.379,-0.107
90,House,3553,1,3,CT,100,0,1,"GIAIMO, Robert Nicholas",G000151,1919,2006.0,-0.318,0.093,-74.70976,0.792,321,35,,-0.299,-0.07
90,House,4824,1,4,CT,100,0,1,"IRWIN, Donald Jay",I000039,1926,2013.0,-0.313,-0.29,-68.45727,0.823,352,30,,-0.354,-0.168
90,House,6586,1,5,CT,100,0,1,"MONAGAN, John Stephen",M000847,1911,2005.0,-0.228,-0.018,-82.5253,0.793,356,36,,-0.263,-0.016
90,House,10627,1,2,CT,100,0,1,"ST. ONGE, William Leon",S000769,1914,1970.0,-0.417,-0.044,-42.51108,0.865,292,15,,-0.408,-0.046
90,House,11033,1,6,CT,200,0,1,"MESKILL, Thomas Joseph",M000667,1928,2007.0,0.159,-0.281,-117.6197,0.727,369,53,,0.167,-0.376
90,House,11044,11,1,DE,200,0,1,"ROTH, William Victor, Jr.",R000460,1921,2003.0,0.272,-0.39,-112.52151,0.736,367,50,,0.249,-0.264
90,House,633,43,3,FL,100,0,1,"BENNETT, Charles Edward",B000371,1910,2003.0,-0.088,0.421,-243.77681,0.535,390,107,,-0.012,0.549
90,House,2143,43,8,FL,200,0,1,"CRAMER, William Cato",C000869,1922,2003.0,0.218,0.159,-84.1022,0.777,333,37,,0.248,0.124
90,House,3078,43,12,FL,100,0,1,"FASCELL, Dante Bruno",F000041,1917,1998.0,-0.4,0.229,-66.64166,0.83,358,27,,-0.351,0.418
90,House,3929,43,7,FL,100,0,1,"HALEY, James Andrew",H000041,1899,1981.0,0.098,0.694,-121.2446,0.724,375,57,,0.246,0.753
90,House,4354,43,4,FL,100,0,1,"HERLONG, Albert Sydney, Jr.",H000530,1909,1995.0,-0.007,0.74,-57.70597,0.761,211,27,,-0.038,0.817
90,House,7333,43,11,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989.0,-0.422,0.357,-42.5619,0.874,316,13,,-0.398,0.372
90,House,8032,43,9,FL,100,0,1,"ROGERS, Paul Grant",R000401,1921,2008.0,-0.085,0.407,-165.5421,0.644,376,92,,0.045,0.504
90,House,8507,43,1,FL,100,0,1,"SIKES, Robert Lee Fulton",S000406,1906,1994.0,-0.128,0.926,-95.86229,0.76,350,44,,-0.154,0.92
90,House,10587,43,2,FL,100,0,1,"FUQUA, Don",F000430,1933,,-0.173,0.715,-110.93072,0.734,359,55,,-0.098,0.814
90,House,10588,43,6,FL,100,0,1,"GIBBONS, Sam Melville",G000153,1920,2012.0,-0.233,0.17,-86.33059,0.783,353,32,,-0.287,0.268
90,House,10593,43,5,FL,200,0,1,"GURNEY, Edward John",G000531,1914,1996.0,0.306,0.183,-52.27898,0.83,281,22,,0.333,0.322
90,House,11007,43,10,FL,200,0,1,"BURKE, J. Herbert",B001091,1913,1993.0,0.241,0.071,-105.72598,0.744,358,47,,0.428,0.068
90,House,3242,44,6,GA,100,0,1,"FLYNT, John James, Jr.",F000229,1914,2007.0,0.0,1.0,-77.95841,0.778,310,41,,-0.017,1.0
90,House,5436,44,9,GA,100,0,1,"LANDRUM, Phillip Mitchell",L000054,1907,1990.0,-0.134,0.991,-66.84441,0.76,243,32,,-0.21,0.882
90,House,10512,44,7,GA,100,0,1,"DAVIS, John William",D000122,1916,1992.0,-0.195,0.92,-99.47732,0.758,359,34,,-0.194,0.874
90,House,10522,44,1,GA,100,0,1,"HAGAN, George Elliott",H000010,1916,1990.0,-0.077,0.997,-87.64432,0.767,331,34,,0.014,1.0
90,House,10563,44,10,GA,100,0,1,"STEPHENS, Robert Grier, Jr.",S000860,1913,2003.0,-0.194,0.944,-81.73634,0.757,294,32,,-0.245,0.911
90,House,10759,44,2,GA,100,0,1,"O'NEAL, Maston Emmett, Jr.",O000090,1907,1990.0,0.023,1.0,-92.92956,0.769,353,38,,0.018,1.0
90,House,11002,44,4,GA,200,0,1,"BLACKBURN, Benjamin Bentley",B000506,1927,,0.386,0.214,-88.45532,0.756,316,33,,0.295,0.049
90,House,11005,44,3,GA,100,0,1,"BRINKLEY, Jack Thomas",B000839,1930,,-0.073,0.701,-127.13904,0.713,376,63,,-0.004,0.886
90,House,11052,44,8,GA,100,0,1,"STUCKEY, Williamson Sylvester, Jr.",S001039,1935,,-0.114,0.751,-116.82101,0.7,328,56,,-0.05,0.999
90,House,11053,44,5,GA,200,0,1,"THOMPSON, Standish Fletcher",T000217,1925,,0.189,0.373,-148.95022,0.662,361,69,,0.248,0.012
90,House,10605,82,98,HI,100,0,1,"MATSUNAGA, Spark Masayuki",M000250,1916,1990.0,-0.379,-0.032,-51.26522,0.868,361,14,,-0.473,0.098
90,House,10757,82,98,HI,100,0,1,"MINK, Patsy Takemoto",M000797,1927,2002.0,-0.513,-0.067,-55.17819,0.86,366,24,,-0.566,-0.018
90,House,10734,63,2,ID,200,0,1,"HANSEN, George Vernon",H000171,1930,2014.0,0.621,0.339,-100.24038,0.677,257,49,,0.284,0.235
90,House,11029,63,1,ID,200,0,1,"McCLURE, James Albertus",M000346,1924,2011.0,0.492,0.043,-143.54673,0.665,352,70,,0.297,0.133
90,House,226,21,17,IL,200,0,1,"ARENDS, Leslie Cornelius",A000216,1895,1985.0,0.301,-0.187,-104.62289,0.745,356,46,,0.27,-0.203
90,House,1941,21,10,IL,200,0,1,"COLLIER, Harold Reginald",C000629,1915,2006.0,0.378,-0.213,-130.53174,0.699,364,67,,0.419,-0.273
90,House,2433,21,1,IL,100,0,1,"DAWSON, William Levi",D000158,1886,1970.0,-0.527,0.101,-35.22445,0.879,273,9,,-0.478,0.127
90,House,2525,21,4,IL,200,0,1,"DERWINSKI, Edward Joseph",D000269,1926,2012.0,0.342,-0.361,-167.85915,0.609,338,75,,0.467,-0.464
90,House,3769,21,21,IL,100,0,1,"GRAY, Kenneth James",G000400,1924,2014.0,-0.364,0.45,-62.52681,0.817,310,20,,-0.307,0.286
90,House,5326,21,5,IL,100,0,1,"KLUCZYNSKI, John Carl",K000273,1896,1975.0,-0.382,0.237,-51.58316,0.845,307,13,,-0.349,0.127
90,House,6455,21,18,IL,200,0,1,"MICHEL, Robert Henry",M000692,1923,,0.372,-0.157,-136.98549,0.659,328,63,,0.462,-0.512
90,House,6816,21,3,IL,100,0,1,"MURPHY, William Thomas",M001104,1899,1978.0,-0.42,0.182,-48.20959,0.876,365,18,,-0.418,0.154
90,House,7041,21,2,IL,100,0,1,"O'HARA, Barratt",O000053,1882,1969.0,-0.511,-0.142,-47.80586,0.866,331,20,,-0.529,0.03
90,House,7610,21,24,IL,100,0,1,"PRICE, Charles Melvin",P000522,1905,1988.0,-0.429,0.346,-53.07004,0.87,382,16,,-0.405,0.112
90,House,7642,21,11,IL,100,0,1,"PUCINSKI, Roman Conrad",P000559,1919,2002.0,-0.281,0.083,-98.26359,0.738,323,39,,-0.293,0.134
90,House,8080,21,8,IL,100,0,1,"ROSTENKOWSKI, Daniel David",R000458,1928,2010.0,-0.39,0.246,-37.93141,0.888,318,8,,-0.432,0.273
90,House,8474,21,23,IL,100,0,1,"SHIPLEY, George Edward",S000367,1927,2003.0,-0.284,0.515,-123.34474,0.7,346,67,,-0.269,0.523
90,House,8814,21,22,IL,200,0,1,"SPRINGER, William Lee",S000756,1909,1992.0,0.185,-0.186,-109.55161,0.743,368,51,,0.174,-0.25
90,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000.0,-0.494,-0.494,-105.88563,0.751,370,48,,-0.391,-0.619
90,House,10501,21,16,IL,200,0,1,"ANDERSON, John Bayard",A000195,1922,,0.183,-0.554,-111.82852,0.73,356,51,,0.176,-0.43
90,House,10517,21,20,IL,200,0,1,"FINDLEY, Paul",F000123,1921,,0.246,-0.525,-150.9481,0.654,356,70,,0.344,-0.502
90,House,10606,21,12,IL,200,0,1,"McCLORY, Robert",M000340,1908,1988.0,0.256,-0.426,-111.81303,0.728,352,51,,0.232,-0.409
90,House,10617,21,15,IL,200,0,1,"REID, Charlotte Thompson",R000143,1913,2007.0,0.361,-0.11,-96.04771,0.778,382,37,,0.412,-0.077
90,House,10622,21,13,IL,200,0,1,"RUMSFELD, Donald Henry",R000508,1932,,0.369,-0.779,-134.3512,0.696,371,68,,0.386,-0.922
90,House,10703,21,7,IL,100,0,1,"ANNUNZIO, Frank",A000212,1915,2001.0,-0.398,0.351,-64.86098,0.833,354,24,,-0.525,0.186
90,House,10722,21,14,IL,200,0,1,"ERLENBORN, John Neal",E000204,1927,2005.0,0.315,-0.438,-108.69235,0.733,350,56,,0.234,-0.398
90,House,10765,21,6,IL,100,0,1,"RONAN, Daniel John",R000420,1914,1969.0,-0.505,0.05,-32.47594,0.907,332,10,,-0.516,0.076
90,House,11041,21,19,IL,200,0,1,"RAILSBACK, Thomas Fisher",R000012,1932,,0.103,-0.446,-111.84617,0.732,359,52,,0.221,-0.661
90,House,18,22,4,IN,200,0,1,"ADAIR, Edwin Ross",A000024,1907,1983.0,0.267,-0.002,-90.76073,0.761,332,33,,0.214,-0.007
90,House,948,22,3,IN,100,0,1,"BRADEMAS, John",B000736,1927,2016.0,-0.462,-0.061,-48.50834,0.867,340,23,,-0.427,-0.046
90,House,986,22,6,IN,200,0,1,"BRAY, William Gilmer",B000778,1903,1979.0,0.235,0.109,-109.74731,0.731,351,48,,0.358,0.032
90,House,3963,22,2,IN,200,0,1,"HALLECK, Charles Abraham",H000081,1900,1986.0,0.272,-0.288,-87.00949,0.713,257,46,,0.246,-0.251
90,House,5900,22,1,IN,100,0,1,"MADDEN, Ray John",M000039,1892,1987.0,-0.422,0.03,-39.38611,0.886,326,14,,-0.409,0.041
90,House,8084,22,5,IN,100,0,1,"ROUSH, John Edward",R000467,1920,2004.0,-0.233,0.158,-94.40079,0.753,333,39,,-0.264,0.345
90,House,10552,22,10,IN,200,0,1,"ROUDEBUSH, Richard Lowell",R000464,1918,1995.0,0.315,0.114,-81.70615,0.767,308,33,,0.374,0.057
90,House,10732,22,9,IN,100,0,1,"HAMILTON, Lee Herbert",H000114,1931,,-0.171,-0.053,-98.0937,0.771,377,48,,-0.231,0.229
90,House,10742,22,11,IN,100,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013.0,-0.07,-0.846,-127.0738,0.669,316,52,,-0.321,-0.265
90,House,11036,22,7,IN,200,0,1,"MYERS, John Thomas",M001130,1927,2015.0,0.236,0.254,-127.12362,0.71,371,56,,0.302,-0.055
90,House,11059,22,8,IN,200,0,1,"ZION, Roger Herschel",Z000010,1921,,0.285,0.138,-104.62117,0.752,367,45,,0.289,0.097
90,House,3853,31,3,IA,200,0,1,"GROSS, Harold Royce",G000495,1899,1987.0,0.955,0.298,-69.02907,0.831,372,24,,0.843,0.408
90,House,5385,31,4,IA,200,0,1,"KYL, John Henry",K000351,1919,2002.0,0.316,-0.022,-147.30398,0.664,360,65,,0.296,0.052
90,House,8288,31,1,IA,200,0,1,"SCHWENGEL, Frederick Delbert",S000161,1906,1993.0,0.173,-0.533,-131.96319,0.698,367,53,,0.15,-0.362
90,House,8672,31,5,IA,100,0,1,"SMITH, Neal Edward",S000596,1920,,-0.313,0.174,-85.47685,0.786,355,32,,-0.388,0.337
90,House,10715,31,2,IA,100,0,1,"CULVER, John Chester",C000979,1932,,-0.41,-0.259,-92.12484,0.761,338,33,,-0.334,-0.271
90,House,11032,31,6,IA,200,0,1,"MAYNE, Wiley",M000286,1917,2007.0,0.307,-0.303,-146.08118,0.666,359,65,,0.207,-0.112
